TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2020,8,5,17,52,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.9399
Other Theft,2020,8,6,8,3,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.9399
Other Theft,2020,8,13,8,11,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.9399
Other Theft,2020,9,5,14,4,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.9399
Other Theft,2020,9,5,22,51,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.9399
Other Theft,2020,9,28,9,0,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.9399
Other Theft,2020,9,28,13,6,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.9399
Other Theft,2020,9,30,8,20,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.9399
Other Theft,2020,11,13,10,52,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.9399
Other Theft,2020,3,19,7,32,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.9087
Other Theft,2020,4,27,0,30,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.9087
Other Theft,2020,12,11,7,43,20XX E HASTINGS ST,Grandview-Woodland,495500.9849,5458710.9087
Other Theft,2020,5,20,1,56,20XX E PENDER ST,Grandview-Woodland,495447.547,5458615.8089
Other Theft,2020,7,6,22,8,20XX FERNDALE ST,Grandview-Woodland,495459.2025,5458551.8929
Other Theft,2020,1,4,22,0,20XX FRANKLIN ST,Grandview-Woodland,495407.6544,5458824.8344
Other Theft,2020,2,13,5,27,20XX WALL ST,Grandview-Woodland,495375.017,5459139.7935
Other Theft,2020,2,15,3,20,20XX WALL ST,Grandview-Woodland,495375.017,5459139.7935
Other Theft,2020,6,6,2,30,20XX WALL ST,Grandview-Woodland,495375.017,5459139.7935
Other Theft,2020,11,26,22,0,20XX WALL ST,Grandview-Woodland,495505.9323,5459267.2854
Other Theft,2020,9,8,20,0,21XX ADANAC ST,Grandview-Woodland,495606.1479,5458300.366
Other Theft,2020,2,16,18,15,21XX COMMERCIAL DR,Grandview-Woodland,494921.6796,5456933.2854
Other Theft,2020,5,23,19,0,21XX DUNDAS ST,Grandview-Woodland,495566.6735,5459122.9316
Other Theft,2020,2,27,18,0,20XX COMMERCIAL DR,Grandview-Woodland,494932.5951,5457044.5822
Other Theft,2020,5,5,0,5,20XX COMMERCIAL DR,Grandview-Woodland,494933.0586,5457080.9766
Other Theft,2020,11,17,1,43,20XX COMMERCIAL DR,Grandview-Woodland,494933.0586,5457080.9766
Other Theft,2020,8,1,12,0,20XX E 6TH AVE,Grandview-Woodland,495380.5738,5456915.0372
Other Theft,2020,12,18,23,48,20XX E HASTINGS ST,Grandview-Woodland,495420.6143,5458721.0728
Other Theft,2020,12,6,14,45,20XX NANAIMO ST,Grandview-Woodland,495878.6173,5457069.1232
Other Theft,2020,7,28,15,34,20XX PARKER ST,Grandview-Woodland,495402.4898,5458112.7764
Other Theft,2020,1,12,23,0,20XX TRIUMPH ST,Grandview-Woodland,495425.2469,5459025.3442
Other Theft,2020,3,24,11,30,20XX TURNER ST,Grandview-Woodland,495466.9378,5458482.7433
Other Theft,2020,1,18,2,4,20XX TURNER ST,Grandview-Woodland,495479.0426,5458491.7722
Other Theft,2020,5,15,16,32,22XX E 4TH AVE,Grandview-Woodland,495652.6143,5457107.2591
Other Theft,2020,3,2,9,0,22XX E 6TH AVE,Grandview-Woodland,495637.4858,5456921.6298
Other Theft,2020,12,17,16,30,22XX E 6TH AVE,Grandview-Woodland,495716.4267,5456911.6388
Other Theft,2020,10,16,10,15,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.5337
Other Theft,2020,12,11,14,13,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.5337
Other Theft,2020,7,31,13,22,22XX E HASTINGS ST,Grandview-Woodland,495678.3881,5458719.4941
Other Theft,2020,10,1,22,5,21XX E HASTINGS ST,Grandview-Woodland,495520.4231,5458710.7346
Other Theft,2020,5,16,4,6,21XX E HASTINGS ST,Grandview-Woodland,495584.6777,5458710.586
Other Theft,2020,6,18,17,20,21XX E HASTINGS ST,Grandview-Woodland,495584.6777,5458710.586
Other Theft,2020,11,19,16,10,21XX E HASTINGS ST,Grandview-Woodland,495584.6777,5458710.586
Other Theft,2020,9,26,23,0,21XX E PENDER ST,Grandview-Woodland,495556.0946,5458606.3478
Other Theft,2020,4,13,0,0,21XX GRANT ST,Grandview-Woodland,495528.259,5457615.6706
Other Theft,2020,3,10,3,28,21XX GRAVELEY ST,Grandview-Woodland,495518.1765,5457516.2147
Other Theft,2020,11,17,16,36,21XX KITCHENER ST,Grandview-Woodland,495591.8831,5457696.3949
Other Theft,2020,11,20,10,0,21XX WALL ST,Grandview-Woodland,495539.8402,5459352.1206
Other Theft,2020,9,3,15,0,22XX ETON ST,Grandview-Woodland,495731.4995,5459424.8427
Other Theft,2020,9,15,1,0,22XX ETON ST,Grandview-Woodland,495752.35,5459424.6795
Other Theft,2020,10,17,12,0,22XX FERNDALE ST,Grandview-Woodland,495728.2745,5458540.7573
Other Theft,2020,3,24,9,40,22XX GRAVELEY ST,Grandview-Woodland,495731.208,5457522.1044
Other Theft,2020,5,15,6,3,22XX GRAVELEY ST,Grandview-Woodland,495731.208,5457522.1044
Other Theft,2020,2,7,10,0,22XX MCGILL ST,Grandview-Woodland,495649.8779,5459526.9122
Other Theft,2020,2,3,8,55,22XX MCGILL ST,Grandview-Woodland,495766.1571,5459515.8398
Other Theft,2020,1,15,0,0,22XX OXFORD ST,Grandview-Woodland,495763.1009,5459214.3483
Other Theft,2020,12,9,15,23,22XX TRINITY ST,Grandview-Woodland,495731.7896,5459616.4633
Other Theft,2020,5,14,0,0,22XX TRIUMPH ST,Grandview-Woodland,495695.8983,5459023.8867
Other Theft,2020,12,14,19,30,23XX CAMBRIDGE ST,Grandview-Woodland,495828.7306,5459313.7307
Other Theft,2020,12,16,0,0,23XX CAMBRIDGE ST,Grandview-Woodland,495828.7306,5459313.7307
Other Theft,2020,6,24,14,0,23XX CHARLES ST,Grandview-Woodland,495798.3124,5457796.5875
Other Theft,2020,7,10,12,0,23XX E 6TH AVE,Grandview-Woodland,495788.1767,5456920.2286
Other Theft,2020,2,5,10,30,23XX E HASTINGS ST,Grandview-Woodland,495801.5476,5458709.9704
Other Theft,2020,2,5,23,0,23XX E HASTINGS ST,Grandview-Woodland,495801.5476,5458709.9704
Other Theft,2020,6,18,11,17,23XX E HASTINGS ST,Grandview-Woodland,495803.3054,5458719.109
Other Theft,2020,2,20,9,17,23XX FRANKLIN ST,Grandview-Woodland,495820.0818,5458818.4902
Other Theft,2020,6,24,11,8,23XX GRAVELEY ST,Grandview-Woodland,495800.4743,5457512.3675
Other Theft,2020,7,13,10,31,23XX VICTORIA DR,Grandview-Woodland,495202.821,5456792.164
Other Theft,2020,3,25,21,30,22XX CAMBRIDGE ST,Grandview-Woodland,495695.3566,5459315.4903
Other Theft,2020,3,26,17,30,22XX CAMBRIDGE ST,Grandview-Woodland,495695.3566,5459315.4903
Other Theft,2020,5,19,22,0,22XX CAMBRIDGE ST,Grandview-Woodland,495695.3566,5459315.4903
Other Theft,2020,2,4,10,39,22XX CLARK DR,Grandview-Woodland,494370.7415,5456923.4031
Other Theft,2020,1,8,15,39,22XX COMMERCIAL DR,Grandview-Woodland,494920.5117,5456848.9071
Other Theft,2020,4,12,15,0,22XX COMMERCIAL DR,Grandview-Woodland,494920.5117,5456848.9071
Other Theft,2020,11,26,17,0,22XX COMMERCIAL DR,Grandview-Woodland,494921.0416,5456887.936
Other Theft,2020,2,13,10,42,22XX COMMERCIAL DR,Grandview-Woodland,494930.0082,5456874.8022
Other Theft,2020,5,8,11,53,22XX COMMERCIAL DR,Grandview-Woodland,494930.5128,5456911.9726
Other Theft,2020,7,19,17,30,22XX DUNDAS ST,Grandview-Woodland,495664.7508,5459114.1125
Other Theft,2020,7,29,12,0,22XX DUNDAS ST,Grandview-Woodland,495664.7508,5459114.1125
Other Theft,2020,2,3,9,30,22XX DUNDAS ST,Grandview-Woodland,495758.097,5459113.0035
Other Theft,2020,11,15,0,0,22XX WALL ST,Grandview-Woodland,495637.8302,5459537.1087
Other Theft,2020,4,16,13,25,24XX COMMERCIAL DR,Grandview-Woodland,494927.0267,5456665.3381
Other Theft,2020,12,8,10,0,3X COMMERCIAL DR,Grandview-Woodland,494880.6602,5459047.3695
Other Theft,2020,11,12,10,0,3XX WOODLAND DR,Grandview-Woodland,494712.752,5458795.9282
Other Theft,2020,12,2,4,28,6XX LAKEWOOD DR,Grandview-Woodland,495504.5031,5458440.8258
Other Theft,2020,1,20,13,44,7XX TEMPLETON DR,Grandview-Woodland,495645.2725,5458367.6113
Other Theft,2020,11,25,3,0,7XX WOODLAND DR,Grandview-Woodland,494706.7373,5458410.6251
Other Theft,2020,2,1,14,0,9XX CLARK DR,Grandview-Woodland,494384.2828,5458209.2552
Other Theft,2020,3,3,7,38,9XX COMMERCIAL DR,Grandview-Woodland,494948.9184,5458157.0936
Other Theft,2020,8,17,23,12,9XX COMMERCIAL DR,Grandview-Woodland,494950.4396,5458189.9727
Other Theft,2020,11,13,11,58,ADANAC ST / MCLEAN DR,Grandview-Woodland,494607.2223,5458322.9593
Other Theft,2020,12,9,21,0,9XX SEMLIN DR,Grandview-Woodland,495363.6236,5458168.4177
Other Theft,2020,4,30,15,0,E HASTINGS ST / NANAIMO ST,Grandview-Woodland,495887.5446,5458714.2743
Other Theft,2020,5,22,18,30,E HASTINGS ST / NANAIMO ST,Grandview-Woodland,495887.5446,5458714.2743
Other Theft,2020,12,18,16,0,E HASTINGS ST / NANAIMO ST,Grandview-Woodland,495887.5446,5458714.2743
Other Theft,2020,6,13,4,0,FERNDALE ST / VICTORIA DR,Grandview-Woodland,495229.0999,5458548.439
Other Theft,2020,2,15,23,59,CHARLES ST / COMMERCIAL DR,Grandview-Woodland,494938.4455,5457811.215
Other Theft,2020,4,23,5,58,CHARLES ST / COMMERCIAL DR,Grandview-Woodland,494938.4455,5457811.215
Other Theft,2020,5,4,15,0,CHARLES ST / COMMERCIAL DR,Grandview-Woodland,494938.4455,5457811.215
Other Theft,2020,6,28,22,30,CHARLES ST / VICTORIA DR,Grandview-Woodland,495221.2998,5457808.1271
Other Theft,2020,2,13,16,30,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3196,5457427.4718
Other Theft,2020,4,6,0,53,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3196,5457427.4718
Other Theft,2020,4,12,14,30,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3196,5457427.4718
Other Theft,2020,7,28,0,0,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3196,5457427.4718
Other Theft,2020,7,28,16,15,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3196,5457427.4718
Other Theft,2020,8,13,17,0,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3196,5457427.4718
Other Theft,2020,9,29,12,0,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3196,5457427.4718
Other Theft,2020,4,15,9,30,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.3198,5457427.4717
Other Theft,2020,12,27,21,0,COMMERCIAL DR / E HASTINGS ST,Grandview-Woodland,494879.8653,5458723.9695
Other Theft,2020,2,23,4,0,COMMERCIAL DR / GRANT ST,Grandview-Woodland,494935.1183,5457625.9968
Other Theft,2020,5,9,19,0,COMMERCIAL DR / GRAVELEY ST,Grandview-Woodland,494933.3117,5457528.9353
Other Theft,2020,9,15,14,0,COMMERCIAL DR / WILLIAM ST,Grandview-Woodland,494940.2411,5457912.7788
Other Theft,2020,10,6,19,0,COTTON DR / GRANT ST,Grandview-Woodland,494795.4476,5457632.5194
Other Theft,2020,6,17,23,0,GRAVELEY ST / VICTORIA DR,Grandview-Woodland,495216.7477,5457525.5243
Other Theft,2020,10,31,20,50,E 2ND AVE / GARDEN DR,Grandview-Woodland,495778.5195,5457317.6313
Other Theft,2020,4,22,0,12,KITCHENER ST / WOODLAND DR,Grandview-Woodland,494655.9745,5457714.4413
Other Theft,2020,9,2,18,0,MCLEAN DR / WILLIAM ST,Grandview-Woodland,494582.9154,5457918.1218
Theft from Vehicle,2020,5,8,18,0,10XX CLARK DR,Grandview-Woodland,494382.7706,5458119.7661
Theft from Vehicle,2020,4,7,2,0,10XX GARDEN DR,Grandview-Woodland,495790.1725,5458046.2114
Theft from Vehicle,2020,8,2,22,0,10XX VICTORIA DR,Grandview-Woodland,495220.5587,5458074.9769
Theft from Vehicle,2020,4,20,22,0,11XX COTTON DR,Grandview-Woodland,494806.782,5457951.0435
Theft from Vehicle,2020,8,10,22,0,11XX COTTON DR,Grandview-Woodland,494806.782,5457951.0435
Theft from Vehicle,2020,11,9,23,0,10XX SALSBURY DR,Grandview-Woodland,495089.7782,5458098.2172
Theft from Vehicle,2020,1,30,21,30,10XX SEMLIN DR,Grandview-Woodland,495362.2659,5458088.4958
Theft from Vehicle,2020,11,18,16,30,11XX LILY ST,Grandview-Woodland,495307.9953,5458004.8566
Theft from Vehicle,2020,11,20,5,30,11XX MCLEAN DR,Grandview-Woodland,494587.8778,5458012.8367
Theft from Vehicle,2020,8,11,20,0,11XX ODLUM DR,Grandview-Woodland,494483.5888,5457991.798
Theft from Vehicle,2020,4,10,23,0,11XX ROSE ST,Grandview-Woodland,495431.0028,5457990.1017
Theft from Vehicle,2020,9,5,2,30,11XX TEMPLETON DR,Grandview-Woodland,495640.4055,5457971.5724
Theft from Vehicle,2020,4,18,23,54,11XX VICTORIA DR,Grandview-Woodland,495228.7973,5458006.1485
Theft from Vehicle,2020,1,23,22,0,12XX WOODLAND DR,Grandview-Woodland,494655.8417,5457907.4339
Theft from Vehicle,2020,11,8,18,0,12XX WOODLAND DR,Grandview-Woodland,494665.1726,5457915.3677
Theft from Vehicle,2020,1,30,9,0,13XX CLARK DR,Grandview-Woodland,494380.4517,5457816.4762
Theft from Vehicle,2020,11,18,12,0,13XX COMMERCIAL DR,Grandview-Woodland,494933.6002,5457797.1106
Theft from Vehicle,2020,11,8,15,0,13XX COTTON DR,Grandview-Woodland,494802.5374,5457782.6216
Theft from Vehicle,2020,1,15,19,0,13XX MCLEAN DR,Grandview-Woodland,494577.6434,5457742.7845
Theft from Vehicle,2020,6,17,22,0,13XX MCLEAN DR,Grandview-Woodland,494586.925,5457813.5591
Theft from Vehicle,2020,2,15,15,0,13XX NAPIER ST,Grandview-Woodland,494459.6664,5458016.4215
Theft from Vehicle,2020,4,22,20,0,13XX ODLUM DR,Grandview-Woodland,494470.5901,5457726.536
Theft from Vehicle,2020,12,27,2,0,13XX ODLUM DR,Grandview-Woodland,494480.5273,5457783.3174
Theft from Vehicle,2020,11,1,0,0,13XX PARKER ST,Grandview-Woodland,494435.5413,5458128.1439
Theft from Vehicle,2020,9,20,17,0,13XX SALSBURY DR,Grandview-Woodland,495075.8902,5457779.1451
Theft from Vehicle,2020,12,2,4,41,13XX SALSBURY DR,Grandview-Woodland,495085.48,5457808.3084
Theft from Vehicle,2020,8,7,6,0,13XX VICTORIA DR,Grandview-Woodland,495224.8162,5457725.6658
Theft from Vehicle,2020,4,1,12,0,13XX VICTORIA DR,Grandview-Woodland,495225.8063,5457802.9792
Theft from Vehicle,2020,1,29,12,42,12XX MCLEAN DR,Grandview-Woodland,494587.4787,5457916.534
Theft from Vehicle,2020,2,19,8,55,12XX MCLEAN DR,Grandview-Woodland,494587.4787,5457916.534
Theft from Vehicle,2020,5,10,20,0,14XX CHARLES ST,Grandview-Woodland,494634.3405,5457808.6614
Theft from Vehicle,2020,5,11,13,0,14XX CHARLES ST,Grandview-Woodland,494634.3405,5457808.6614
Theft from Vehicle,2020,7,22,10,30,14XX CLARK DR,Grandview-Woodland,494379.5163,5457725.3487
Theft from Vehicle,2020,4,13,19,0,14XX COTTON DR,Grandview-Woodland,494801.447,5457709.7948
Theft from Vehicle,2020,4,10,2,14,14XX LAKEWOOD DR,Grandview-Woodland,495505.3857,5457697.0618
Theft from Vehicle,2020,10,27,5,0,14XX LAKEWOOD DR,Grandview-Woodland,495505.3857,5457697.0618
Theft from Vehicle,2020,3,2,18,0,14XX PARKER ST,Grandview-Woodland,494501.9148,5458117.4499
Theft from Vehicle,2020,10,18,23,0,14XX PARKER ST,Grandview-Woodland,494501.9148,5458117.4499
Theft from Vehicle,2020,10,21,3,0,14XX TEMPLETON DR,Grandview-Woodland,495646.8258,5457699.1953
Theft from Vehicle,2020,4,13,12,16,14XX VENABLES ST,Grandview-Woodland,494503.9048,5458218.6389
Theft from Vehicle,2020,6,10,18,0,13XX E 1ST AVE,Grandview-Woodland,494446.5098,5457438.6033
Theft from Vehicle,2020,8,6,4,20,13XX E 2ND AVE,Grandview-Woodland,494439.8146,5457339.0477
Theft from Vehicle,2020,8,16,4,0,13XX E 2ND AVE,Grandview-Woodland,494439.8146,5457339.0477
Theft from Vehicle,2020,8,28,22,0,13XX E 6TH AVE,Grandview-Woodland,494445.3516,5456923.6255
Theft from Vehicle,2020,8,14,22,0,13XX E 6TH AVE,Grandview-Woodland,494469.4307,5456900.9164
Theft from Vehicle,2020,8,2,23,50,13XX E 7TH AVE,Grandview-Woodland,494369.3507,5456828.3164
Theft from Vehicle,2020,4,24,19,0,13XX E 8TH AVE,Grandview-Woodland,494366.4227,5456728.025
Theft from Vehicle,2020,11,23,15,0,13XX E BROADWAY AV,Grandview-Woodland,494409.2201,5456632.1766
Theft from Vehicle,2020,5,24,3,0,13XX E GEORGIA ST,Grandview-Woodland,494389.6594,5458420.4566
Theft from Vehicle,2020,10,3,16,0,13XX E HASTINGS ST,Grandview-Woodland,494440.1542,5458729.6789
Theft from Vehicle,2020,10,21,17,17,13XX E HASTINGS ST,Grandview-Woodland,494440.1542,5458729.6789
Theft from Vehicle,2020,8,22,13,0,13XX FRANCES ST,Grandview-Woodland,494392.5692,5458531.0585
Theft from Vehicle,2020,5,24,0,0,13XX FRANKLIN ST,Grandview-Woodland,494444.1027,5458840.3406
Theft from Vehicle,2020,5,30,22,0,13XX GRANT ST,Grandview-Woodland,494376.9946,5457636.2484
Theft from Vehicle,2020,7,7,18,0,13XX GRANT ST,Grandview-Woodland,494376.9946,5457636.2484
Theft from Vehicle,2020,5,19,17,0,13XX GRANT ST,Grandview-Woodland,494495.1011,5457634.1771
Theft from Vehicle,2020,12,15,12,0,13XX GRAVELEY ST,Grandview-Woodland,494396.1162,5457531.8661
Theft from Vehicle,2020,12,26,14,17,13XX GRAVELEY ST,Grandview-Woodland,494417.886,5457531.542
Theft from Vehicle,2020,9,5,20,0,15XX E 2ND AVE,Grandview-Woodland,494663.712,5457337.0977
Theft from Vehicle,2020,8,8,13,12,15XX E 3RD AVE,Grandview-Woodland,494702.8694,5457226.6092
Theft from Vehicle,2020,12,17,21,0,15XX E 3RD AVE,Grandview-Woodland,494702.8694,5457226.6092
Theft from Vehicle,2020,5,7,9,55,15XX E 4TH AVE,Grandview-Woodland,494708.9934,5457123.1672
Theft from Vehicle,2020,3,8,17,30,15XX E HASTINGS ST,Grandview-Woodland,494702.2158,5458724.7723
Theft from Vehicle,2020,7,10,0,0,15XX E HASTINGS ST,Grandview-Woodland,494702.2158,5458724.7723
Theft from Vehicle,2020,9,18,21,30,15XX E PENDER ST,Grandview-Woodland,494614.3717,5458616.9295
Theft from Vehicle,2020,9,26,14,30,15XX E PENDER ST,Grandview-Woodland,494614.3717,5458616.9295
Theft from Vehicle,2020,4,7,23,0,15XX E PENDER ST,Grandview-Woodland,494637.7744,5458616.5123
Theft from Vehicle,2020,7,29,18,0,15XX E PENDER ST,Grandview-Woodland,494641.6748,5458616.4428
Theft from Vehicle,2020,4,23,19,30,15XX GRANT ST,Grandview-Woodland,494715.234,5457629.0157
Theft from Vehicle,2020,8,20,2,0,15XX GRAVELEY ST,Grandview-Woodland,494700.8464,5457527.3117
Theft from Vehicle,2020,8,12,16,40,15XX GRAVELEY ST,Grandview-Woodland,494731.7642,5457535.9727
Theft from Vehicle,2020,10,7,17,0,15XX KITCHENER ST,Grandview-Woodland,494700.6903,5457709.1805
Theft from Vehicle,2020,1,7,19,15,15XX KITCHENER ST,Grandview-Woodland,494725.2231,5457717.948
Theft from Vehicle,2020,8,21,18,15,15XX KITCHENER ST,Grandview-Woodland,494725.2231,5457717.948
Theft from Vehicle,2020,8,12,7,0,13XX WILLIAM ST,Grandview-Woodland,494380.1174,5457918.4972
Theft from Vehicle,2020,11,4,16,0,13XX WILLIAM ST,Grandview-Woodland,494380.1174,5457918.4972
Theft from Vehicle,2020,11,6,0,0,14XX E 2ND AVE,Grandview-Woodland,494542.7171,5457337.8258
Theft from Vehicle,2020,8,4,21,0,14XX E 3RD AVE,Grandview-Woodland,494543.891,5457228.8726
Theft from Vehicle,2020,9,30,17,0,14XX E 3RD AVE,Grandview-Woodland,494546.6995,5457237.9772
Theft from Vehicle,2020,4,17,0,0,14XX E 4TH AVE,Grandview-Woodland,494512.7584,5457124.8536
Theft from Vehicle,2020,9,1,2,0,14XX E 4TH AVE,Grandview-Woodland,494512.7584,5457124.8536
Theft from Vehicle,2020,10,4,0,0,14XX E 7TH AVE,Grandview-Woodland,494535.6496,5456824.9358
Theft from Vehicle,2020,3,23,20,0,14XX E 7TH AVE,Grandview-Woodland,494561.3291,5456833.5541
Theft from Vehicle,2020,4,1,11,0,14XX E 7TH AVE,Grandview-Woodland,494574.7256,5456824.1331
Theft from Vehicle,2020,4,2,2,0,14XX E 7TH AVE,Grandview-Woodland,494574.7256,5456824.1331
Theft from Vehicle,2020,4,2,9,50,14XX E 7TH AVE,Grandview-Woodland,494574.7256,5456824.1331
Theft from Vehicle,2020,4,6,0,0,14XX E 7TH AVE,Grandview-Woodland,494574.7256,5456824.1331
Theft from Vehicle,2020,1,4,21,0,14XX E 8TH AVE,Grandview-Woodland,494529.4513,5456734.4321
Theft from Vehicle,2020,10,2,17,0,14XX E 8TH AVE,Grandview-Woodland,494529.4513,5456734.4321
Theft from Vehicle,2020,1,8,0,0,14XX E GEORGIA ST,Grandview-Woodland,494531.9352,5458427.9818
Theft from Vehicle,2020,1,22,12,11,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Theft from Vehicle,2020,9,2,13,56,14XX E PENDER ST,Grandview-Woodland,494541.6667,5458627.3508
Theft from Vehicle,2020,4,16,16,15,14XX GRAVELEY ST,Grandview-Woodland,494567.6397,5457529.3193
Theft from Vehicle,2020,9,21,1,0,14XX WILLIAM ST,Grandview-Woodland,494538.3804,5457923.7763
Theft from Vehicle,2020,5,14,15,30,15XX ADANAC ST,Grandview-Woodland,494640.1203,5458317.1498
Theft from Vehicle,2020,8,23,11,24,15XX ADANAC ST,Grandview-Woodland,494640.1203,5458317.1498
Theft from Vehicle,2020,10,7,21,0,15XX CHARLES ST,Grandview-Woodland,494662.2243,5457807.8869
Theft from Vehicle,2020,9,16,18,0,15XX CHARLES ST,Grandview-Woodland,494737.868,5457807.9392
Theft from Vehicle,2020,12,23,14,30,15XX COMMERCIAL DR,Grandview-Woodland,494929.2289,5457555.2666
Theft from Vehicle,2020,2,16,17,0,15XX COMMERCIAL DR,Grandview-Woodland,494939.5988,5457621.0585
Theft from Vehicle,2020,4,6,19,15,15XX COMMERCIAL DR,Grandview-Woodland,494939.5988,5457621.0585
Theft from Vehicle,2020,4,14,6,19,15XX COTTON DR,Grandview-Woodland,494798.9164,5457539.962
Theft from Vehicle,2020,9,4,22,33,16XX E PENDER ST,Grandview-Woodland,494723.357,5458614.9868
Theft from Vehicle,2020,2,8,22,0,16XX E PENDER ST,Grandview-Woodland,494792.0881,5458622.9092
Theft from Vehicle,2020,1,1,19,39,16XX FRANCES ST,Grandview-Woodland,494721.6096,5458514.8884
Theft from Vehicle,2020,11,22,17,0,16XX FRANCES ST,Grandview-Woodland,494721.6096,5458514.8884
Theft from Vehicle,2020,9,12,23,0,16XX GRANT ST,Grandview-Woodland,494828.3362,5457627.5341
Theft from Vehicle,2020,3,15,12,15,16XX GRAVELEY ST,Grandview-Woodland,494801.1359,5457525.7754
Theft from Vehicle,2020,9,30,7,15,16XX GRAVELEY ST,Grandview-Woodland,494801.1359,5457525.7754
Theft from Vehicle,2020,6,19,21,0,16XX PANDORA ST,Grandview-Woodland,494725.2871,5458925.3765
Theft from Vehicle,2020,11,26,0,13,16XX PANDORA ST,Grandview-Woodland,494725.2871,5458925.3765
Theft from Vehicle,2020,11,12,21,0,16XX PANDORA ST,Grandview-Woodland,494803.6251,5458924.412
Theft from Vehicle,2020,11,4,19,0,16XX PANDORA ST,Grandview-Woodland,494833.5602,5458924.0436
Theft from Vehicle,2020,11,26,17,0,16XX PANDORA ST,Grandview-Woodland,494833.5602,5458924.0436
Theft from Vehicle,2020,11,26,17,30,16XX PANDORA ST,Grandview-Woodland,494866.2955,5458923.6404
Theft from Vehicle,2020,4,30,17,6,16XX POWELL ST,Grandview-Woodland,494727.9509,5458969.832
Theft from Vehicle,2020,10,12,0,0,15XX POWELL ST,Grandview-Woodland,494620.8466,5458942.4749
Theft from Vehicle,2020,4,7,18,0,15XX POWELL ST,Grandview-Woodland,494624.5145,5458952.8488
Theft from Vehicle,2020,9,29,23,0,15XX POWELL ST,Grandview-Woodland,494624.5145,5458952.8488
Theft from Vehicle,2020,12,14,23,0,17XX CHARLES ST,Grandview-Woodland,495033.5991,5457814.8921
Theft from Vehicle,2020,10,7,19,45,17XX CHARLES ST,Grandview-Woodland,495078.2155,5457814.4722
Theft from Vehicle,2020,2,12,0,0,17XX CLARK DR,Grandview-Woodland,494375.6777,5457384.2148
Theft from Vehicle,2020,6,15,17,3,17XX COTTON DR,Grandview-Woodland,494797.4001,5457401.3254
Theft from Vehicle,2020,12,13,18,30,17XX COTTON DR,Grandview-Woodland,494797.7147,5457427.8203
Theft from Vehicle,2020,4,9,9,10,16XX E 1ST AVE,Grandview-Woodland,494856.0732,5457431.2335
Theft from Vehicle,2020,9,30,18,0,16XX E 1ST AVE,Grandview-Woodland,494856.0732,5457431.2335
Theft from Vehicle,2020,8,11,21,43,16XX E 1ST AVE,Grandview-Woodland,494860.7599,5457421.8826
Theft from Vehicle,2020,5,15,22,30,16XX E 2ND AVE,Grandview-Woodland,494875.6828,5457334.2856
Theft from Vehicle,2020,1,20,17,0,16XX E 3RD AVE,Grandview-Woodland,494862.0334,5457224.3921
Theft from Vehicle,2020,5,12,18,0,16XX E 4TH AVE,Grandview-Woodland,494833.5907,5457131.2908
Theft from Vehicle,2020,5,15,1,44,16XX E 4TH AVE,Grandview-Woodland,494833.5907,5457131.2908
Theft from Vehicle,2020,8,15,19,0,16XX E 5TH AVE,Grandview-Woodland,494809.1256,5457033.6522
Theft from Vehicle,2020,7,1,0,0,16XX E 8TH AVE,Grandview-Woodland,494900.7102,5456693.1563
Theft from Vehicle,2020,1,25,4,0,16XX E GEORGIA ST,Grandview-Woodland,494719.6095,5458414.47
Theft from Vehicle,2020,6,28,0,0,16XX E GEORGIA ST,Grandview-Woodland,494761.629,5458422.9184
Theft from Vehicle,2020,12,5,18,0,16XX E GEORGIA ST,Grandview-Woodland,494794.5916,5458422.3716
Theft from Vehicle,2020,7,12,4,50,17XX E 2ND AVE,Grandview-Woodland,494989.2914,5457332.8269
Theft from Vehicle,2020,2,8,22,0,17XX E 3RD AVE,Grandview-Woodland,494944.9203,5457223.2413
Theft from Vehicle,2020,2,6,12,40,17XX E 4TH AVE,Grandview-Woodland,494941.0847,5457154.3761
